frame,seconds,scene,mean_luma,stddev_luma,dark_fraction_le_5,white_fraction_ge_250,previous_frame_mad,changed_fraction_gt_8
365,12.166667,3,238.196944,17.44076,0.0,0.314306,0.040903,0.0
366,12.2,3,238.193958,17.443937,0.0,0.314306,0.024375,0.0
367,12.233333,3,238.196389,17.443306,0.0,0.314444,0.027847,0.0
368,12.266667,3,238.194722,17.44467,0.0,0.314236,0.025417,0.0
369,12.3,3,238.195139,17.442954,0.0,0.314097,0.023611,0.0
370,12.333333,3,238.196111,17.441163,0.0,0.314236,0.025139,0.0
371,12.366667,3,238.197708,17.437289,0.0,0.314167,0.023125,0.0
372,12.4,3,238.195278,17.440026,0.0,0.314167,0.023958,0.0
373,12.433333,3,238.193958,17.439939,0.0,0.314236,0.021042,0.0
374,12.466667,3,238.195556,17.438474,0.0,0.314375,0.021458,0.0
375,12.5,3,238.195486,17.436609,0.0,0.314444,0.021042,0.0
376,12.533333,3,238.195556,17.437291,0.0,0.314236,0.020347,0.0
377,12.566667,3,238.194375,17.440094,0.0,0.314306,0.019653,0.0
378,12.6,3,238.194375,17.440504,0.0,0.314236,0.019306,0.0
379,12.633333,3,238.195833,17.434946,0.0,0.314306,0.020069,0.0
380,12.666667,3,238.195764,17.43375,0.0,0.314306,0.017292,0.0
381,12.7,3,238.194097,17.436091,0.0,0.314306,0.017639,0.0
382,12.733333,3,238.194722,17.432019,0.0,0.314306,0.017847,0.0
383,12.766667,3,238.194653,17.429822,0.0,0.314306,0.014931,0.0
384,12.8,3,238.194097,17.430725,0.0,0.314375,0.014861,0.0
385,12.833333,3,238.194444,17.429627,0.0,0.314375,0.016597,0.0
386,12.866667,3,238.195347,17.425989,0.0,0.314306,0.017153,0.0
387,12.9,3,238.194861,17.424335,0.0,0.314236,0.014375,0.0
388,12.933333,3,238.195903,17.422097,0.0,0.314028,0.014931,0.0
389,12.966667,3,238.194306,17.422842,0.0,0.314028,0.014236,0.0
390,13.0,3,238.194306,17.420802,0.0,0.313958,0.014583,0.0
391,13.033333,3,238.1925,17.420846,0.0,0.313958,0.013889,0.0
392,13.066667,3,238.192361,17.422318,0.0,0.313958,0.013472,0.0
393,13.1,3,238.1925,17.421723,0.0,0.314028,0.011528,0.0
394,13.133333,3,238.192708,17.420052,0.0,0.314028,0.013125,0.0
395,13.166667,3,238.191111,17.422061,0.0,0.314028,0.013819,0.0
396,13.2,3,238.192083,17.420204,0.0,0.314097,0.011111,0.0
397,13.233333,3,238.191181,17.420846,0.0,0.313958,0.010486,0.0
398,13.266667,3,238.192014,17.417129,0.0,0.314028,0.0125,0.0
399,13.3,3,238.191181,17.420503,0.0,0.314028,0.010833,0.0
400,13.333333,3,238.193056,17.417439,0.0,0.313958,0.012431,0.0
401,13.366667,3,238.192292,17.417043,0.0,0.313958,0.011597,0.0
402,13.4,3,238.193611,17.416539,0.0,0.313958,0.009931,0.0
403,13.433333,3,238.205903,17.398472,0.0,0.313958,0.013264,0.0
404,13.466667,3,238.197153,17.411605,0.0,0.313958,0.010833,0.0
405,13.5,3,238.196042,17.416132,0.0,0.313958,0.01,0.0
406,13.533333,3,238.205903,17.39967,0.0,0.313958,0.011528,0.0
407,13.566667,3,238.195972,17.41359,0.0,0.313958,0.011736,0.0
408,13.6,3,238.197778,17.410754,0.0,0.313889,0.011806,0.0
409,13.633333,3,238.208333,17.393364,0.0,0.314028,0.012083,0.0
410,13.666667,3,238.199167,17.408217,0.0,0.314028,0.011111,0.0
411,13.7,3,238.198681,17.408448,0.0,0.314097,0.011319,0.0
412,13.733333,3,238.209028,17.39189,0.0,0.314097,0.012292,0.0
413,13.766667,3,238.200069,17.406669,0.0,0.314236,0.011181,0.0
414,13.8,3,238.200139,17.408106,0.0,0.314375,0.010486,0.0
415,13.833333,3,238.207708,17.39721,0.0,0.314514,0.014375,0.0
416,13.866667,3,238.199097,17.408316,0.0,0.314375,0.011389,0.0
417,13.9,3,238.196736,17.412838,0.0,0.314375,0.011389,0.0
418,13.933333,3,238.19875,17.4103,0.0,0.314444,0.011042,0.0
419,13.966667,3,238.199792,17.410936,0.0,0.314444,0.010625,0.0
420,14.0,3,238.198333,17.409404,0.0,0.314375,0.011597,0.0
421,14.033333,3,238.197708,17.408774,0.0,0.314375,0.012569,0.0
422,14.066667,3,238.198194,17.408986,0.0,0.314306,0.011319,0.0
423,14.1,3,238.197292,17.410606,0.0,0.314306,0.013819,0.0
424,14.133333,3,238.197222,17.412643,0.0,0.314306,0.014236,0.0
425,14.166667,3,238.197361,17.413236,0.0,0.314375,0.015833,0.0
426,14.2,3,238.199931,17.41208,0.0,0.314236,0.017014,0.0
427,14.233333,3,238.200764,17.412134,0.0,0.314375,0.014028,0.0
428,14.266667,3,238.200625,17.413152,0.0,0.314375,0.018056,0.0
429,14.3,3,238.201042,17.413371,0.0,0.314583,0.0175,0.0
430,14.333333,3,238.200833,17.418116,0.0,0.314722,0.020625,0.0
431,14.366667,3,238.201319,17.419404,0.0,0.314861,0.020625,0.0
432,14.4,3,238.201806,17.420453,0.0,0.314861,0.019097,0.0
433,14.433333,3,238.202361,17.419008,0.0,0.314722,0.020972,0.0
434,14.466667,3,238.200625,17.418735,0.0,0.314792,0.021319,0.0
435,14.5,3,238.202014,17.420126,0.0,0.315069,0.02375,0.0
436,14.533333,3,238.203125,17.423712,0.0,0.315139,0.024028,0.0
437,14.566667,3,238.202708,17.42685,0.0,0.315208,0.024861,0.0
438,14.6,3,238.204653,17.42507,0.0,0.315347,0.02375,0.0
439,14.633333,3,238.202778,17.432433,0.0,0.315347,0.025625,0.0
440,14.666667,3,238.201458,17.434382,0.0,0.315417,0.027708,0.0
441,14.7,3,238.204375,17.434874,0.0,0.315486,0.027639,0.0
442,14.733333,3,238.207778,17.434975,0.0,0.315556,0.027153,0.0
443,14.766667,3,238.208333,17.438043,0.0,0.315417,0.029444,0.0
444,14.8,3,238.205903,17.446097,0.0,0.315417,0.033264,0.0
445,14.833333,3,238.207083,17.443437,0.0,0.315208,0.030486,0.0
446,14.866667,3,238.209653,17.441669,0.0,0.315,0.034236,0.0
447,14.9,3,238.208681,17.447727,0.0,0.315,0.030694,0.0
448,14.933333,3,238.207986,17.451453,0.0,0.314861,0.03625,0.0
449,14.966667,3,238.206458,17.455732,0.0,0.314653,0.037639,0.0
450,15.0,3,238.209653,17.458598,0.0,0.314792,0.039861,0.0
451,15.033333,3,238.211319,17.461306,0.0,0.314861,0.045417,0.0
452,15.066667,3,238.212639,17.466136,0.0,0.314861,0.042292,0.0
453,15.1,3,238.215208,17.468325,0.0,0.314583,0.042569,0.0
454,15.133333,3,238.214792,17.469359,0.0,0.314861,0.044722,0.0
455,15.166667,3,238.213889,17.471153,0.0,0.315069,0.046319,0.0
456,15.2,3,238.216875,17.478725,0.0,0.315139,0.049931,0.0
457,15.233333,3,238.214931,17.482221,0.0,0.315347,0.046389,0.0
458,15.266667,3,238.254514,17.452671,0.0,0.317014,0.069861,0.0
459,15.3,3,238.242708,17.471641,0.0,0.317361,0.047917,0.0
460,15.333333,3,238.254514,17.462906,0.0,0.319236,0.055833,0.0
461,15.366667,3,238.377292,16.721392,0.0,0.318194,0.215278,0.009375
462,15.4,3,238.659861,15.667425,0.0,0.320486,0.312014,0.013681
463,15.433333,3,238.878819,14.890824,0.0,0.321042,0.289097,0.012639
464,15.466667,3,239.087917,14.367814,0.0,0.322083,0.256458,0.011667
465,15.5,3,239.240208,14.09367,0.0,0.321389,0.254375,0.01125
466,15.533333,3,239.415764,13.919645,0.0,0.323333,0.208194,0.006944
467,15.566667,3,239.522014,13.904249,0.0,0.323194,0.188472,0.006319
468,15.6,3,239.614236,13.902508,0.0,0.323264,0.143333,0.000278
469,15.633333,3,239.590069,13.9648,0.0,0.322639,0.08875,0.0
470,15.666667,3,239.616597,13.943204,0.0,0.323958,0.089028,0.0
471,15.7,3,239.597222,13.999697,0.0,0.326111,0.885764,0.028819
472,15.733333,3,239.570278,13.926556,0.0,0.317917,2.275139,0.089028
473,15.766667,3,239.499861,13.968596,0.0,0.316389,3.417778,0.119861
474,15.8,3,239.444653,13.958739,0.0,0.316806,4.392431,0.135139
475,15.833333,3,239.365,13.856581,0.0,0.317153,5.177569,0.152986
476,15.866667,3,239.273194,13.947967,0.0,0.312083,5.751944,0.161736
477,15.9,3,239.159236,13.969346,0.0,0.310556,6.185903,0.173542
478,15.933333,3,239.106528,14.001896,0.0,0.313056,6.478819,0.184583
479,15.966667,3,239.024653,13.89093,0.0,0.300833,6.729792,0.185625
480,16.0,4,238.852014,13.640228,0.0,0.301875,6.817222,0.190069
481,16.033333,4,238.762778,13.390673,0.0,0.280625,6.649236,0.195
482,16.066667,4,238.441806,13.042322,0.0,0.06375,6.485972,0.189861
483,16.1,4,238.160347,12.848435,0.0,0.007014,6.142014,0.191875
484,16.133333,4,237.841319,12.829492,0.0,0.002292,5.695139,0.184097
485,16.166667,4,237.587569,13.275111,0.0,0.0,4.975556,0.162222
486,16.2,4,237.736597,13.983835,0.0,0.000208,4.580972,0.150833
487,16.233333,4,237.815694,15.157325,0.0,0.001181,3.835208,0.126319
488,16.266667,4,237.952083,16.336481,0.0,0.006389,3.399444,0.112986
489,16.3,4,238.207431,17.842827,0.0,0.042222,3.046319,0.093056
490,16.333333,4,238.476181,19.224723,0.0,0.293472,2.679167,0.071389
491,16.366667,4,238.366736,20.479441,0.0,0.300972,1.988333,0.054792
492,16.4,4,238.432292,22.072057,0.0,0.314861,1.885417,0.047292
493,16.433333,4,238.408681,23.651186,0.0,0.315556,1.546944,0.043819
494,16.466667,4,238.307708,24.022873,0.0,0.317569,1.056111,0.030139
495,16.5,4,238.250486,23.92184,0.0,0.316736,0.768333,0.017222
496,16.533333,4,238.177222,24.05231,0.0,0.318819,0.362986,0.009028
497,16.566667,4,238.086736,24.115772,0.0,0.319792,0.168264,0.005764
498,16.6,4,237.968403,24.243325,0.0,0.320556,0.184444,0.006181
499,16.633333,4,237.862569,24.431459,0.0,0.321806,0.220694,0.007847
500,16.666667,4,237.710764,24.713897,0.0,0.321944,0.221944,0.007778
501,16.7,4,237.577639,25.065798,0.0,0.322986,0.220069,0.007986
502,16.733333,4,237.372153,25.528966,0.0,0.322431,0.261181,0.009444
503,16.766667,4,237.186667,25.902963,0.0,0.320972,0.281319,0.008125
504,16.8,4,237.039375,26.001075,0.0,0.3175,0.219514,0.004097
505,16.833333,4,236.897083,26.084845,0.0,0.313542,0.237569,0.004375
506,16.866667,4,236.699861,26.239991,0.0,0.30875,0.272917,0.004722
507,16.9,4,236.531944,26.323309,0.0,0.304097,0.300972,0.005278
508,16.933333,4,236.363194,26.454151,0.0,0.298958,0.275833,0.004583
509,16.966667,4,236.241181,26.502531,0.0,0.294653,0.251181,0.003958
510,17.0,4,236.09125,26.592504,0.0,0.290486,0.260903,0.003819
511,17.033333,4,235.967292,26.670939,0.0,0.287569,0.291875,0.003819
512,17.066667,4,235.862708,26.743792,0.0,0.284861,0.227778,0.002569
513,17.1,4,235.786944,26.799734,0.0,0.283472,0.223403,0.002847
514,17.133333,4,235.739097,26.835493,0.0,0.283611,0.175625,0.001597
515,17.166667,4,235.772569,26.823534,0.0,0.284583,0.155694,0.001389
516,17.2,4,235.763125,26.850317,0.0,0.284861,0.143889,0.001042
517,17.233333,4,235.773056,26.861575,0.0,0.285069,0.140347,0.001111
518,17.266667,4,235.748125,26.913069,0.0,0.284306,0.137292,0.001111
519,17.3,4,235.780625,26.90549,0.0,0.284722,0.143056,0.000764
520,17.333333,4,235.772153,26.931244,0.0,0.284167,0.129583,0.000556
521,17.366667,4,235.787222,26.937951,0.0,0.284444,0.124653,0.000625
522,17.4,4,235.761944,26.978729,0.0,0.284028,0.124583,0.000347
523,17.433333,4,235.790694,26.976962,0.0,0.283958,0.126111,0.000278
524,17.466667,4,235.784931,27.000384,0.0,0.283889,0.116875,0.000347
525,17.5,4,235.792014,27.010664,0.0,0.283403,0.116389,0.000417
526,17.533333,4,235.769722,27.051659,0.0,0.282847,0.114236,0.000347
527,17.566667,4,235.791875,27.040784,0.0,0.282986,0.117153,0.000139
528,17.6,4,235.788611,27.070049,0.0,0.282361,0.107153,0.000139
529,17.633333,4,235.795556,27.072462,0.0,0.282153,0.109444,0.0
530,17.666667,4,235.773333,27.10349,0.0,0.2825,0.109583,6.9e-05
531,17.7,4,235.79875,27.089231,0.0,0.283472,0.114861,6.9e-05
532,17.733333,4,235.795,27.097282,0.0,0.284167,0.103889,0.000139
533,17.766667,4,235.800417,27.088526,0.0,0.284306,0.105833,0.000139
534,17.8,4,235.780139,27.112648,0.0,0.284097,0.10875,0.000208
535,17.833333,4,235.805139,27.088496,0.0,0.284375,0.108056,0.000139
536,17.866667,4,235.802917,27.105261,0.0,0.284306,0.098472,6.9e-05
537,17.9,4,235.808889,27.113883,0.0,0.284028,0.098056,0.0
538,17.933333,4,235.786528,27.153652,0.0,0.283403,0.096667,6.9e-05
539,17.966667,4,235.813194,27.12626,0.0,0.283333,0.094306,0.0
540,18.0,4,235.809375,27.146191,0.0,0.283125,0.081181,0.0
541,18.033333,4,235.815764,27.147811,0.0,0.283542,0.084583,0.0
542,18.066667,4,235.794722,27.17247,0.0,0.283194,0.078958,0.0
543,18.1,4,235.821597,27.157507,0.0,0.283472,0.086181,6.9e-05
544,18.133333,4,235.814306,27.16991,0.0,0.283194,0.079375,0.0
545,18.166667,4,235.821806,27.166432,0.0,0.283542,0.074028,0.0
546,18.2,4,235.798264,27.196664,0.0,0.2825,0.078681,0.0
547,18.233333,4,235.822083,27.185732,0.0,0.282847,0.084514,6.9e-05
548,18.266667,4,235.814931,27.202892,0.0,0.2825,0.074375,0.0
549,18.3,4,235.825694,27.201928,0.0,0.282153,0.072014,6.9e-05
550,18.333333,4,235.799583,27.241543,0.0,0.281389,0.074861,0.0
551,18.366667,4,235.826736,27.22128,0.0,0.282083,0.075069,0.0
552,18.4,4,235.819306,27.235327,0.0,0.281944,0.064097,0.0
553,18.433333,4,235.825347,27.229658,0.0,0.282292,0.062986,0.0
554,18.466667,4,235.801181,27.256385,0.0,0.281736,0.065417,0.0
555,18.5,4,235.825486,27.237944,0.0,0.282222,0.062361,0.0
556,18.533333,4,235.815833,27.250354,0.0,0.282431,0.053681,0.0
557,18.566667,4,235.825764,27.24738,0.0,0.282431,0.053542,0.0
558,18.6,4,235.803333,27.269991,0.0,0.282986,0.055903,0.0
559,18.633333,4,235.828194,27.247333,0.0,0.284167,0.059444,0.0
560,18.666667,4,235.816389,27.262037,0.0,0.284097,0.049167,0.0
561,18.7,4,235.829028,27.254919,0.0,0.284236,0.047083,0.0
562,18.733333,4,235.800417,27.284263,0.0,0.284028,0.052639,0.0
563,18.766667,4,235.830625,27.257792,0.0,0.284097,0.052986,0.0
564,18.8,4,235.817222,27.262712,0.0,0.284236,0.046597,0.0
565,18.833333,4,235.823681,27.253893,0.0,0.284028,0.043958,0.0
566,18.866667,4,235.795417,27.284323,0.0,0.283958,0.055903,0.000486
567,18.9,4,235.816667,27.262135,0.0,0.283889,0.056667,0.000486
568,18.933333,4,235.805278,27.271841,0.0,0.283889,0.054583,0.000833
569,18.966667,4,235.813403,27.26472,0.0,0.283819,0.051597,0.000486
570,19.0,4,235.786111,27.290323,0.0,0.283611,0.061181,0.000833
571,19.033333,4,235.808333,27.267791,0.0,0.283542,0.065,0.000903
572,19.066667,4,235.799792,27.27249,0.0,0.283264,0.048264,0.000833
573,19.1,4,235.800972,27.276042,0.0,0.283264,0.044236,0.000903
574,19.133333,4,235.778264,27.300825,0.0,0.283125,0.060208,0.000972
575,19.166667,4,235.782847,27.285207,0.0,0.283264,0.057083,0.00125
576,19.2,4,235.794444,27.247956,0.0,0.283056,0.060486,0.001042
577,19.233333,4,235.805278,27.19809,0.0,0.283333,0.053889,0.001042
578,19.266667,4,235.817847,27.145333,0.0,0.283403,0.064514,0.00125
579,19.3,4,235.834167,27.088889,0.0,0.283542,0.057153,0.001111
580,19.333333,4,235.848264,27.025304,0.0,0.283472,0.058542,0.001111
581,19.366667,4,235.85375,27.002634,0.0,0.283472,0.052292,0.000764
582,19.4,4,235.860139,26.997696,0.0,0.283472,0.052361,0.000972
583,19.433333,4,235.864167,26.973514,0.0,0.283542,0.035,0.000556
584,19.466667,4,235.863681,26.969514,0.0,0.283681,0.026042,0.000278
585,19.5,4,235.862569,26.9749,0.0,0.283681,0.024722,0.000139
586,19.533333,4,235.859167,26.981818,0.0,0.283681,0.028264,0.000278
587,19.566667,4,235.857639,26.994143,0.0,0.283542,0.0275,0.000278
588,19.6,4,235.856944,26.998479,0.0,0.283542,0.024167,0.000139
589,19.633333,4,235.858125,26.992295,0.0,0.283542,0.019514,0.000139
590,19.666667,4,235.859722,26.982799,0.0,0.283542,0.024236,0.000278
591,19.7,4,235.874722,26.952716,0.0,0.283542,0.032361,0.000278
592,19.733333,4,235.867153,26.950303,0.0,0.283542,0.025347,0.000486
593,19.766667,4,235.888403,26.90763,0.0,0.283472,0.032083,0.000347
594,19.8,4,235.890417,26.874078,0.0,0.283472,0.019514,0.000486
595,19.833333,4,235.899583,26.8288,0.0,0.283472,0.024028,0.000556
596,19.866667,4,235.885556,26.834438,0.0,0.283472,0.035694,0.000625
597,19.9,4,235.902778,26.78912,0.0,0.283472,0.045139,0.001389
598,19.933333,4,235.901667,26.779105,0.0,0.283472,0.025417,0.000972
599,19.966667,4,235.902569,26.783196,0.0,0.283472,0.028958,0.00125
600,20.0,4,235.881181,26.849193,0.0,0.283472,0.031806,0.000764
601,20.033333,4,235.885347,26.883498,0.0,0.283333,0.0275,0.000347
602,20.066667,4,235.873681,26.938056,0.0,0.283333,0.02,0.000347
603,20.1,4,235.867847,26.973713,0.0,0.283333,0.015972,0.000278
604,20.133333,4,235.854028,27.009113,0.0,0.283333,0.018681,0.000278
605,20.166667,4,235.849931,27.045752,0.0,0.283403,0.023264,0.000556
606,20.2,4,235.835694,27.10849,0.0,0.283403,0.017569,0.000556
607,20.233333,4,235.822917,27.193346,0.0,0.283542,0.016667,0.000556
608,20.266667,4,235.806111,27.291544,0.0,0.283542,0.017083,0.000556
609,20.3,4,235.806736,27.290799,0.0,0.283611,0.002292,0.0
610,20.333333,4,235.805764,27.291856,0.0,0.283542,0.00125,0.0
611,20.366667,4,235.969861,26.820806,0.0,0.283542,0.164097,0.008472
612,20.4,4,236.126181,26.44401,0.0,0.283542,0.157708,0.007986
613,20.433333,4,236.299236,26.12491,0.0,0.283611,0.174444,0.009097
614,20.466667,4,236.464028,25.904165,0.0,0.283542,0.167708,0.008611
615,20.5,4,236.598472,25.793303,0.0,0.283611,0.135139,0.0075
616,20.533333,4,236.722986,25.739785,0.0,0.283542,0.126458,0.006875
617,20.566667,4,236.801319,25.7329,0.0,0.283542,0.079306,0.001806
618,20.6,4,236.868264,25.742379,0.0,0.283542,0.070278,0.000833
619,20.633333,4,236.871528,25.755202,0.0,0.283472,0.704653,0.029583
620,20.666667,4,236.854722,25.702902,0.0,0.283333,1.639861,0.048542
621,20.7,4,236.775903,25.578102,0.0,0.281458,2.067431,0.055417
622,20.733333,4,236.592083,25.457923,0.0,0.280208,2.361458,0.060972
623,20.766667,4,236.279514,25.314938,0.0,0.274375,2.670486,0.061111
624,20.8,4,235.842708,25.240403,0.0,0.271875,2.884167,0.069028
625,20.833333,4,235.325417,25.105783,0.0,0.269306,3.011181,0.070903
626,20.866667,4,234.63125,25.137367,0.0,0.265278,3.180972,0.073333
627,20.9,4,233.921181,24.248842,0.0,0.255486,3.418819,0.089861
628,20.933333,4,232.905347,22.907422,0.0,0.233125,3.647361,0.088819
629,20.966667,4,231.459236,22.162581,0.0,0.16125,3.75375,0.101944
630,21.0,5,229.9275,22.004489,0.0,0.00625,3.681736,0.149653
631,21.033333,5,228.270486,23.253894,0.0,6.9e-05,3.692708,0.164931
632,21.066667,5,226.538472,25.136625,0.0,0.0,3.892847,0.172569
633,21.1,5,224.8925,27.898932,0.0,0.0,3.930278,0.179028
634,21.133333,5,223.051181,31.057748,0.0,0.0,4.085903,0.177083
635,21.166667,5,221.267708,34.891468,0.0,0.0,4.196806,0.175903
636,21.2,5,219.419167,38.799851,0.0,0.0,4.408958,0.170833
637,21.233333,5,217.455764,43.0002,0.0,0.0,4.587569,0.167639
638,21.266667,5,215.535,47.57427,0.0,0.0,4.729653,0.155139
639,21.3,5,213.512569,51.950728,0.0,0.0,5.072153,0.158889
640,21.333333,5,211.487361,56.533748,0.0,0.0,5.347847,0.163194
641,21.366667,5,209.431667,61.244628,0.0,0.0,5.515833,0.162778
642,21.4,5,207.452431,65.42579,0.0,0.0,5.683264,0.163472
643,21.433333,5,205.856042,68.782106,0.0,0.0,5.444583,0.159861
644,21.466667,5,204.886458,70.47168,0.0,0.0,5.024028,0.071389
645,21.5,5,204.615417,70.586172,0.0,0.0,4.254236,0.073403
646,21.533333,5,204.317153,70.735833,0.0,0.0,3.848819,0.073819
647,21.566667,5,204.019861,70.844255,0.0,0.0,3.437847,0.073472
648,21.6,5,203.693472,71.048182,0.0,0.0,2.932361,0.069722
649,21.633333,5,203.406667,71.212903,0.0,0.0,2.308611,0.064375
650,21.666667,5,203.100486,71.436884,0.0,0.0,1.557292,0.057361
651,21.7,5,202.824028,71.665371,0.0,0.0,0.707153,0.032778
652,21.733333,5,202.597639,71.89724,0.0,0.0,0.271111,0.012222
653,21.766667,5,202.611042,71.878918,0.0,0.0,0.206319,0.003611
654,21.8,5,202.584514,71.896451,0.0,0.0,0.302778,0.007153
655,21.833333,5,202.579931,71.899534,0.0,0.0,0.4075,0.010278
656,21.866667,5,202.496181,71.897649,0.0,0.0,0.498472,0.013819
657,21.9,5,202.526528,71.892936,0.0,0.0,0.609375,0.016944
658,21.933333,5,202.489097,71.889075,0.0,0.0,0.661597,0.019583
659,21.966667,5,202.491875,71.914956,0.0,0.0,0.777639,0.024306
660,22.0,5,202.448681,71.950614,0.0,0.0,0.850972,0.026944
661,22.033333,5,202.513681,71.976646,0.0,0.0,1.001806,0.030972
662,22.066667,5,202.567986,72.056786,0.0,0.0,1.041667,0.035486
663,22.1,5,202.662431,72.143654,0.0,0.0,1.103333,0.039375
664,22.133333,5,202.715139,72.218552,0.0,0.0,1.188403,0.042153
665,22.166667,5,202.906042,72.216469,0.0,0.0,1.301042,0.044236
666,22.2,5,203.025139,72.314892,0.0,0.0,1.380903,0.046806
667,22.233333,5,203.218472,72.50927,0.0,0.0,1.455278,0.048542
668,22.266667,5,203.338611,72.706484,0.0,0.0,1.422361,0.048125
669,22.3,5,203.487014,72.812286,0.0,0.0,1.424514,0.048889
670,22.333333,5,203.657917,72.898273,0.0,0.005208,1.501181,0.051597
671,22.366667,5,203.856667,73.041797,0.0,0.052778,1.531944,0.048056
672,22.4,5,203.975833,73.124539,0.0,0.122222,1.335694,0.041458
673,22.433333,5,203.967708,73.180265,0.0,0.128056,1.257153,0.041528
674,22.466667,5,204.078125,73.240937,0.0,0.130208,1.205833,0.036042
675,22.5,5,204.097917,73.285227,0.0,0.1325,0.933681,0.031736
676,22.533333,5,204.083611,73.335724,0.0,0.133056,0.844167,0.026736
677,22.566667,5,204.133056,73.376694,0.0,0.135972,0.778333,0.026667
678,22.6,5,204.117361,73.369054,0.0,0.138542,0.687222,0.023125
679,22.633333,5,204.135625,73.358185,0.0,0.140694,0.516736,0.016806
680,22.666667,5,204.098819,73.381355,0.0,0.139444,0.295556,0.005208
681,22.7,5,204.144861,73.367778,0.0,0.141458,0.234931,0.004236
682,22.733333,5,204.1225,73.390944,0.0,0.140625,0.234028,0.004792
683,22.766667,5,204.133819,73.403632,0.0,0.139792,0.252708,0.005625
684,22.8,5,204.090972,73.455983,0.0,0.139028,0.263403,0.005556
685,22.833333,5,204.129653,73.467852,0.0,0.138611,0.287292,0.006597
686,22.866667,5,204.108958,73.510779,0.0,0.138056,0.290556,0.006458
687,22.9,5,204.123125,73.513549,0.0,0.137778,0.281528,0.006597
688,22.933333,5,204.083472,73.528788,0.0,0.137083,0.284375,0.006389
689,22.966667,5,204.131528,73.474589,0.0,0.138125,0.301806,0.007222
690,23.0,5,204.112986,73.437181,0.0,0.1375,0.287153,0.007431
691,23.033333,5,204.123194,73.390579,0.0,0.137083,0.286319,0.007708
692,23.066667,5,204.082083,73.373432,0.0,0.136597,0.297083,0.007222
693,23.1,5,204.123403,73.340187,0.0,0.135486,0.287708,0.006736
694,23.133333,5,204.104792,73.357881,0.0,0.13375,0.262083,0.005972
695,23.166667,5,204.11625,73.368309,0.0,0.135,0.242708,0.005625
696,23.2,5,204.078264,73.411771,0.0,0.135694,0.239931,0.005486
697,23.233333,5,204.122153,73.419304,0.0,0.137569,0.219722,0.004653
698,23.266667,5,204.104306,73.455979,0.0,0.137292,0.186181,0.002222
699,23.3,5,204.109583,73.474085,0.0,0.137292,0.156667,0.001042
700,23.333333,5,204.071806,73.505374,0.0,0.137222,0.135833,6.9e-05
701,23.366667,5,204.094444,73.518192,0.0,0.137569,0.096389,0.0
702,23.4,5,204.086389,73.515661,0.0,0.137222,0.052639,0.0
703,23.433333,5,204.104306,73.511682,0.0,0.137431,0.04875,0.0
704,23.466667,5,204.072431,73.516669,0.0,0.137361,0.056875,0.0
705,23.5,5,204.114097,73.498029,0.0,0.137708,0.082917,0.0
706,23.533333,5,204.094931,73.49985,0.0,0.137083,0.073333,0.0
707,23.566667,5,204.114306,73.48114,0.0,0.137569,0.091736,0.0
708,23.6,5,204.073542,73.484116,0.0,0.136528,0.095486,0.0
709,23.633333,5,204.117569,73.451566,0.0,0.136736,0.114167,0.0
710,23.666667,5,204.103958,73.444822,0.0,0.136597,0.101111,0.0
711,23.7,5,204.115417,73.427312,0.0,0.136667,0.107014,0.0
712,23.733333,5,204.080417,73.435845,0.0,0.136528,0.11,0.0
713,23.766667,5,204.121528,73.399934,0.0,0.136111,0.127917,0.0
714,23.8,5,204.108264,73.396845,0.0,0.136181,0.110903,0.0
715,23.833333,5,204.118403,73.380089,0.0,0.13625,0.109028,0.0
716,23.866667,5,204.080833,73.399265,0.0,0.13625,0.122431,0.000139
717,23.9,5,204.119444,73.374423,0.0,0.136736,0.117917,0.0
718,23.933333,5,204.109097,73.370719,0.0,0.136667,0.100069,0.0
719,23.966667,5,204.122639,73.364002,0.0,0.136875,0.096042,0.0
720,24.0,5,204.085139,73.377639,0.0,0.136528,0.098056,0.0
721,24.033333,5,204.128125,73.358132,0.0,0.137222,0.093125,0.0
722,24.066667,5,204.115278,73.355901,0.0,0.137014,0.073542,0.0
723,24.1,5,204.127014,73.356739,0.0,0.137222,0.067847,0.0
724,24.133333,5,204.087569,73.376128,0.0,0.136875,0.07,0.0
725,24.166667,5,204.108611,73.375474,0.0,0.137014,0.062986,0.0
726,24.2,5,204.102361,73.378713,0.0,0.137222,0.032639,0.0
727,24.233333,5,204.110903,73.379163,0.0,0.137569,0.025625,0.0
728,24.266667,5,204.088264,73.377585,0.0,0.137569,0.031389,0.0
729,24.3,5,204.111042,73.380257,0.0,0.138125,0.034722,0.0
730,24.333333,5,204.105972,73.381028,0.0,0.137847,0.023125,0.0
731,24.366667,5,204.112222,73.38198,0.0,0.138264,0.020556,0.0
732,24.4,5,204.090764,73.3803,0.0,0.137917,0.030069,0.0
733,24.433333,5,204.090208,73.380443,0.0,0.138333,0.024306,0.0
734,24.466667,5,204.090694,73.382295,0.0,0.138333,0.022569,0.0
735,24.5,5,204.093194,73.384418,0.0,0.139167,0.024444,0.0
736,24.533333,5,204.066944,73.376881,0.0,0.137639,0.124861,0.0
737,24.566667,5,204.065347,73.37652,0.0,0.137639,0.015903,0.0
738,24.6,5,204.066458,73.377623,0.0,0.137778,0.019722,0.0
739,24.633333,5,204.069306,73.380043,0.0,0.138056,0.017431,0.0
